xtime[s] xdist[m] speed[km/h] nmot[rpm] gear[n] accx[g] accy[g] accz[g] steer[deg] yaw[deg/s]     dam_fl[mm] dam_fr[mm] dam_rl[mm] dam_rr[mm]     Jounce_FL[mm] Jounce_FR[mm] Jounce_RL[mm] Jounce_RR[mm]     Ride_AxleFront[mm] Ride_AxleRear[mm]     SideSlipFL[deg] SideSlipFR[deg] SideSlipRL[deg] SideSlipRR[deg] SideSlipCG[deg]     slip_fl[pct] slip_fr[pct] slip_rl[pct] slip_rr[pct]     AeroBalance[pct] Cx[none]     pbrake_f[bar] pbrake_r[bar]     Load_FL_Ch1[kN] Load_FR_Ch1[kN] Load_RL_Ch1[kN] Load_RR_Ch1[kN]     vwheel_fl[km/h] vwheel_fr[km/h] vwheel_rl[km/h] vwheel_rr[km/h]     acc_fl[g] acc_fr[g] acc_rl[g] acc_rr[g]     Fz_fl[kN] Fz_fr[kN] Fz_rl[kN] Fz_rr[kN]     roll[deg]     aps[%] me_act[Nm] md_rl[Nm] md_rr[Nm]     damper_force_FC[kN] damper_force_RC[kN]     dam_3rd_front[mm] dam_3rd_rear[mm]     CamberFL[deg] CamberFR[deg] CamberRL[deg] CamberRR[deg]     ToeFL[deg] ToeFR[deg] ToeRL[deg] ToeRR[deg]     CLA[m2]     Fx_FL[kN] Fx_FR[kN] Fx_RL[kN] Fx_RR[kN]     Fy_FL[kN] Fy_FR[kN] Fy_RL[kN] Fy_RR[kN]     fl_LCA_front[N] fl_LCA_rear[N] fl_UCA_Front[N] fl_UCA_Rear[N] fl_TROD_Out[N] fl_PROD[N]     fr_LCA_front[N] fr_LCA_rear[N] fr_UCA_Front[N] fr_UCA_Rear[N] fr_TROD_Out[N] fr_PROD[N]     rl_LCA_front[N] rl_LCA_rear[N] rl_UCA_Front[N] rl_UCA_Rear[N] rl_TROD_Out[N] rl_PROD[N]     rr_LCA_front[N] rr_LCA_rear[N] rr_UCA_Front[N] rr_UCA_Rear[N] rr_TROD_Out[N] rr_PROD[N]
23.737 1417.375 176.546 7131.834 3.000 -0.865 2.256 -0.056 32.768 -24.585 -25.950 -6.073 -48.600 -29.332 0.063 24.909 -14.500 9.584 54.745 83.559 5.583 4.811 3.874 4.171 3.302 -5.625 -0.896 -1.193 -1.922 42.726 1.159 14.779 10.484 -1.646 5.620 -2.737 7.274 164.792 175.759 173.260 174.326 0.056 0.062 0.050 0.055 1826.903 7032.709 1505.914 7027.331 1.299 0.020 -143.956 187.214 -968.672 0.001 0.000 -4.090 -24.765 -3.648 -2.077 -3.317 -1.355 -3.118 -2.386 0.167 -0.185 4.165 -1.692 -1.645 -0.511 -3.806 -2.439 -10.538 -2.269 -10.708 -7245.818 -580.713 2801.929 -849.287 973.805 -1646.423 2229.129 9183.626 -311.892 -3797.931 -3092.634 5619.723 -6395.062 -5411.036 1799.464 3708.559 -22.019 -2737.426 -8211.913 6342.985 2543.293 -6740.004 4141.262 7274.375
23.803 1420.604 174.315 7050.503 3.000 -0.824 2.244 -0.056 33.967 -24.440 -26.229 -6.483 -48.753 -29.581 -0.286 24.397 -14.691 9.274 55.358 83.811 5.625 4.851 3.824 4.120 3.247 -5.209 -0.864 -1.058 -1.818 42.530 1.160 14.232 10.096 -1.751 5.489 -2.761 7.228 163.400 173.584 171.296 172.313 0.056 0.051 0.061 0.056 1750.721 6940.291 1505.427 7018.565 1.294 0.021 -140.393 182.957 -934.507 0.001 0.000 -4.606 -24.956 -3.628 -2.082 -3.308 -1.352 -3.222 -2.486 0.166 -0.185 4.155 -1.542 -1.558 -0.458 -3.652 -2.409 -10.438 -2.266 -10.696 -6987.936 -634.003 2712.191 -870.358 1006.138 -1751.104 2316.828 9046.125 -430.132 -3768.061 -2956.989 5489.194 -6265.247 -5477.112 1746.287 3737.374 -32.308 -2761.028 -8022.374 6253.074 2577.628 -6713.172 4063.208 7227.704
23.836 1422.213 173.196 7000.899 3.000 -0.851 2.227 -0.055 34.601 -24.317 -26.396 -6.727 -48.802 -29.687 -0.495 24.091 -14.752 9.141 55.592 83.982 5.644 4.869 3.790 4.087 3.212 -5.529 -0.953 -1.136 -1.866 42.465 1.160 15.626 11.085 -1.775 5.422 -2.760 7.186 161.791 172.306 170.059 171.126 0.039 0.034 0.073 0.069 1768.914 6927.505 1484.496 6966.458 1.289 0.019 -138.324 201.056 -929.509 0.001 0.000 -4.914 -25.030 -3.615 -2.086 -3.301 -1.353 -3.277 -2.540 0.166 -0.185 4.152 -1.611 -1.704 -0.486 -3.725 -2.391 -10.421 -2.218 -10.603 -7205.529 -355.909 2842.422 -1091.441 1049.404 -1775.358 2013.654 9346.110 -231.771 -3906.675 -2999.338 5422.319 -6484.574 -5173.534 2002.217 3519.611 -51.610 -2760.067 -8302.008 6373.594 2751.852 -6772.908 4060.575 7185.673
23.869 1423.782 172.097 6965.307 3.000 -0.802 2.227 -0.055 35.521 -24.429 -26.462 -6.910 -48.894 -29.868 -0.578 23.862 -14.868 8.915 55.828 84.156 5.679 4.902 3.764 4.060 3.178 -5.151 -0.828 -0.989 -1.765 42.400 1.161 13.216 9.376 -1.722 5.423 -2.845 7.048 161.380 171.428 169.217 170.227 0.056 0.061 0.048 0.052 1742.582 6878.402 1492.019 6955.860 1.284 0.022 -136.796 176.668 -920.782 0.001 0.000 -5.100 -25.160 -3.601 -2.094 -3.293 -1.352 -3.355 -2.617 0.166 -0.185 4.150 -1.515 -1.470 -0.429 -3.558 -2.417 -10.371 -2.235 -10.598 -6848.944 -801.301 2629.281 -705.653 951.048 -1722.245 2465.579 8848.165 -595.119 -3659.085 -2858.904 5422.827 -6013.839 -5501.872 1585.142 3757.553 -23.267 -2845.442 -7738.188 6098.643 2437.155 -6580.197 4004.264 7047.509
23.935 1426.899 170.052 6891.458 3.000 -0.762 2.214 -0.054 37.165 -24.360 -26.713 -7.305 -49.016 -30.080 -0.891 23.369 -15.020 8.650 56.402 84.349 5.725 4.945 3.684 3.980 3.091 -4.703 -0.792 -0.847 -1.658 42.210 1.161 12.638 8.965 -1.817 5.302 -2.849 7.023 160.181 169.443 167.435 168.399 0.053 0.048 0.060 0.055 1672.513 6791.851 1500.070 6954.383 1.279 0.023 -133.646 172.056 -888.788 0.001 0.000 -5.582 -25.319 -3.579 -2.104 -3.284 -1.350 -3.497 -2.755 0.165 -0.185 4.140 -1.365 -1.379 -0.375 -3.408 -2.392 -10.276 -2.235 -10.570 -6601.538 -868.186 2540.159 -721.332 985.652 -1816.784 2548.868 8710.573 -713.458 -3628.398 -2723.452 5302.197 -5892.874 -5597.909 1526.387 3805.980 -32.752 -2849.107 -7568.809 5955.016 2459.279 -6523.105 3937.019 7022.770
23.967 1428.443 169.029 6845.603 3.000 -0.793 2.197 -0.053 37.921 -24.300 -26.864 -7.536 -49.046 -30.164 -1.080 23.080 -15.057 8.545 56.609 84.493 5.740 4.958 3.639 3.935 3.044 -5.035 -0.891 -0.927 -1.709 42.152 1.162 14.191 10.067 -1.839 5.236 -2.837 6.991 158.650 168.252 166.288 167.305 0.038 0.032 0.072 0.067 1696.036 6783.057 1480.838 6901.856 1.274 0.021 -131.723 192.232 -885.713 0.001 0.000 -5.868 -25.373 -3.565 -2.109 -3.278 -1.352 -3.563 -2.819 0.165 -0.185 4.137 -1.444 -1.541 -0.408 -3.497 -2.382 -10.264 -2.186 -10.463 -6859.879 -569.267 2688.435 -964.313 1037.626 -1838.752 2211.205 9045.155 -490.191 -3784.298 -2773.772 5236.463 -6147.125 -5278.771 1809.728 3576.420 -53.623 -2837.188 -7895.969 6070.773 2646.581 -6579.655 3942.831 6991.282
23.999 1429.947 168.024 6814.404 3.000 -0.739 2.197 -0.053 38.941 -24.524 -26.904 -7.698 -49.129 -30.334 -1.130 22.877 -15.161 8.332 56.817 84.649 5.772 4.987 3.608 3.904 3.001 -4.591 -0.744 -0.762 -1.600 42.095 1.162 11.461 8.130 -1.773 5.248 -2.928 6.847 158.410 167.503 165.557 166.512 0.055 0.061 0.045 0.050 1669.600 6733.896 1491.793 6893.740 1.269 0.026 -130.349 164.678 -877.054 0.001 0.000 -6.019 -25.494 -3.552 -2.120 -3.270 -1.352 -3.650 -2.904 0.165 -0.185 4.135 -1.334 -1.278 -0.340 -3.310 -2.412 -10.213 -2.206 -10.453 -6460.137 -1080.034 2448.224 -526.611 928.538 -1773.478 2723.660 8483.699 -895.070 -3501.698 -2626.883 5247.729 -5616.998 -5659.583 1339.022 3850.672 -22.317 -2927.887 -7268.060 5739.994 2287.360 -6349.125 3880.871 6846.535
24.064 1432.935 166.196 6749.880 3.000 -0.692 2.185 -0.053 40.698 -24.633 -27.124 -8.057 -49.222 -30.508 -1.405 22.429 -15.278 8.116 57.365 84.774 5.813 5.025 3.525 3.819 2.905 -4.005 -0.690 -0.599 -1.487 41.906 1.163 10.736 7.616 -1.874 5.127 -2.910 6.850 157.608 165.769 164.005 164.910 0.053 0.046 0.059 0.052 1593.182 6644.365 1509.929 6905.885 1.265 0.027 -127.586 158.665 -844.167 0.001 0.000 -6.451 -25.621 -3.530 -2.130 -3.263 -1.350 -3.802 -3.051 0.165 -0.184 4.124 -1.151 -1.164 -0.275 -3.144 -2.386 -10.114 -2.218 -10.425 -6169.977 -1182.883 2339.997 -537.625 973.905 -1874.309 2837.389 8310.771 -1032.131 -3461.384 -2481.003 5127.470 -5486.922 -5822.773 1259.988 3941.351 -32.676 -2910.490 -7085.659 5541.504 2297.870 -6263.166 3811.219 6850.109
24.096 1434.421 165.273 6706.567 3.000 -0.734 2.168 -0.051 41.472 -24.658 -27.271 -8.278 -49.234 -30.566 -1.588 22.153 -15.292 8.043 57.541 84.898 5.827 5.038 3.483 3.778 2.859 -4.411 -0.819 -0.703 -1.558 41.857 1.163 12.765 9.055 -1.899 5.060 -2.886 6.835 156.054 164.635 162.914 163.884 0.036 0.026 0.074 0.065 1626.098 6644.595 1487.823 6849.337 1.260 0.023 -125.755 184.724 -844.323 0.001 0.000 -6.726 -25.654 -3.517 -2.136 -3.258 -1.353 -3.869 -3.117 0.164 -0.184 4.122 -1.256 -1.373 -0.320 -3.272 -2.384 -10.111 -2.164 -10.305 -6522.277 -806.211 2536.000 -850.210 1046.191 -1899.412 2404.772 8746.000 -738.764 -3666.179 -2555.174 5060.316 -5831.027 -5432.225 1625.127 3660.701 -58.769 -2885.612 -7526.777 5700.756 2536.364 -6344.753 3830.067 6834.510
24.128 1435.877 164.360 6681.556 3.000 -0.659 2.172 -0.052 42.441 -25.045 -27.283 -8.404 -49.323 -30.733 -1.603 21.994 -15.404 7.833 57.727 85.037 5.853 5.061 3.462 3.756 2.821 -3.784 -0.611 -0.485 -1.420 41.806 1.164 9.078 6.440 -1.813 5.098 -3.000 6.670 156.171 164.083 162.343 163.233 0.054 0.061 0.041 0.048 1589.968 6592.582 1505.195 6853.259 1.256 0.032 -124.571 147.130 -834.013 0.001 0.000 -6.830 -25.776 -3.505 -2.147 -3.251 -1.352 -3.952 -3.198 0.164 -0.184 4.120 -1.096 -1.019 -0.225 -3.020 -2.415 -10.056 -2.198 -10.315 -5966.681 -1499.784 2207.665 -265.277 904.059 -1812.826 3108.799 7987.221 -1276.609 -3282.075 -2378.642 5098.400 -5122.158 -5967.221 991.436 4043.592 -18.026 -3000.275 -6688.078 5262.817 2058.180 -6044.823 3748.823 6670.483
24.192 1438.784 162.763 6627.810 3.000 -0.596 2.164 -0.051 44.072 -25.261 -27.489 -8.716 -49.395 -30.859 -1.862 21.605 -15.494 7.676 58.280 85.070 5.894 5.100 3.396 3.689 2.740 -2.962 -0.521 -0.287 -1.288 41.602 1.164 7.958 5.645 -1.933 4.976 -2.956 6.716 155.932 162.643 161.062 161.888 0.054 0.044 0.058 0.049 1493.686 6493.125 1538.801 6893.253 1.254 0.037 -122.198 136.294 -796.272 0.001 0.000 -7.217 -25.870 -3.486 -2.156 -3.246 -1.349 -4.093 -3.334 0.164 -0.184 4.107 -0.843 -0.851 -0.138 -2.806 -2.371 -9.944 -2.236 -10.325 -5546.187 -1673.238 2045.381 -252.782 957.083 -1933.266 3311.633 7716.633 -1472.053 -3210.279 -2203.611 4975.620 -4948.041 -6268.161 850.397 4224.126 -28.157 -2956.208 -6427.576 5011.979 2048.263 -5941.277 3665.130 6716.382
24.224 1440.235 161.954 6587.978 3.000 -0.647 2.148 -0.049 44.773 -25.299 -27.642 -8.924 -49.390 -30.884 -2.053 21.345 -15.487 7.644 58.433 85.166 5.911 5.115 3.363 3.656 2.702 -3.411 -0.676 -0.411 -1.375 41.557 1.164 10.380 7.364 -1.963 4.911 -2.922 6.719 154.422 161.583 160.055 160.949 0.036 0.021 0.077 0.063 1532.882 6503.149 1513.456 6836.994 1.250 0.028 -120.608 166.874 -799.987 0.001 0.000 -7.487 -25.879 -3.474 -2.161 -3.243 -1.352 -4.154 -3.394 0.164 -0.184 4.105 -0.969 -1.099 -0.194 -2.970 -2.383 -9.953 -2.181 -10.208 -5982.840 -1239.359 2281.975 -622.631 1050.451 -1962.868 2804.767 8236.855 -1121.780 -3456.156 -2299.362 4910.551 -5367.211 -5819.426 1280.916 3903.048 -57.944 -2922.359 -6961.318 5225.665 2330.659 -6058.406 3698.631 6719.266
24.255 1441.660 161.157 6569.173 3.000 -0.555 2.154 -0.050 45.585 -25.758 -27.640 -9.011 -49.488 -31.039 -2.051 21.236 -15.610 7.451 58.593 85.290 5.930 5.131 3.354 3.646 2.673 -2.641 -0.416 -0.158 -1.216 41.514 1.165 5.943 4.216 -1.858 4.976 -3.061 6.541 154.848 161.229 159.641 160.444 0.049 0.058 0.040 0.049 1490.488 6452.886 1534.230 6851.127 1.247 0.049 -119.637 120.686 -786.633 0.001 0.000 -7.551 -26.000 -3.466 -2.169 -3.237 -1.350 -4.223 -3.462 0.164 -0.184 4.104 -0.761 -0.673 -0.076 -2.661 -2.404 -9.896 -2.223 -10.237 -5287.856 -2073.786 1881.290 70.815 883.047 -1858.268 3660.583 7319.816 -1762.633 -2991.854 -2102.268 4975.680 -4512.640 -6465.347 521.784 4363.627 -10.575 -3060.609 -5952.928 4706.857 1766.327 -5706.847 3596.109 6541.302
24.319 1444.489 159.828 6525.352 3.000 -0.486 2.147 -0.050 46.829 -25.910 -27.826 -9.276 -49.537 -31.134 -2.283 20.904 -15.671 7.333 59.117 85.267 5.963 5.161 3.306 3.596 2.613 -1.731 -0.309 0.029 -1.090 41.312 1.165 4.765 3.380 -1.983 4.849 -2.990 6.607 154.972 160.075 158.602 159.342 0.055 0.044 0.057 0.046 1391.310 6349.015 1578.098 6901.820 1.246 0.061 -117.791 108.224 -748.497 0.001 0.000 -7.888 -26.069 -3.451 -2.176 -3.234 -1.348 -4.331 -3.566 0.163 -0.183 4.091 -0.483 -0.490 0.014 -2.438 -2.333 -9.775 -2.276 -10.265 -4808.540 -2246.770 1700.394 75.077 935.862 -1983.271 3886.067 7022.250 -1962.651 -2915.847 -1925.247 4849.083 -4352.589 -6829.261 369.453 4585.876 -20.571 -2990.152 -5682.863 4454.835 1758.407 -5605.413 3507.482 6607.202
24.351 1445.895 159.153 6490.257 3.000 -0.545 2.135 -0.048 47.343 -25.889 -27.973 -9.468 -49.516 -31.140 -2.467 20.665 -15.645 7.325 59.243 85.341 5.974 5.172 3.279 3.569 2.583 -2.218 -0.481 -0.109 -1.187 41.275 1.165 7.401 5.250 -2.013 4.788 -2.952 6.621 153.543 159.125 157.711 158.517 0.040 0.022 0.076 0.057 1434.724 6366.382 1550.865 6846.716 1.242 0.040 -116.668 140.651 -756.737 0.001 0.000 -8.141 -26.061 -3.441 -2.179 -3.231 -1.352 -4.376 -3.610 0.163 -0.183 4.089 -0.624 -0.761 -0.054 -2.631 -2.363 -9.798 -2.221 -10.156 -5305.987 -1790.771 1962.238 -320.131 1042.218 -2013.234 3344.733 7591.304 -1581.117 -3183.211 -2038.182 4788.447 -4815.208 -6350.108 830.243 4246.119 -50.372 -2951.596 -6269.288 4708.743 2057.643 -5748.458 3556.597 6620.884
24.382 1447.281 158.485 6473.665 3.000 -0.469 2.138 -0.048 47.993 -26.286 -27.970 -9.539 -49.604 -31.272 -2.462 20.577 -15.755 7.160 59.343 85.469 5.988 5.184 3.273 3.563 2.561 -1.631 -0.257 0.092 -1.062 41.255 1.165 3.612 2.562 -1.902 4.864 -3.091 6.448 153.784 158.832 157.339 158.077 0.044 0.052 0.043 0.051 1411.802 6336.330 1561.330 6848.571 1.240 0.081 -115.641 101.592 -745.889 0.001 0.000 -8.191 -26.166 -3.434 -2.186 -3.225 -1.350 -4.432 -3.664 0.163 -0.183 4.089 -0.462 -0.405 0.046 -2.371 -2.377 -9.758 -2.243 -10.163 -4730.502 -2506.017 1625.793 284.414 889.342 -1902.228 4071.877 6812.650 -2122.960 -2780.893 -1884.676 4863.833 -4065.424 -6857.893 183.582 4610.499 -9.633 -3090.871 -5404.481 4259.786 1566.032 -5434.193 3463.994 6448.199
24.445 1450.057 157.320 6432.864 3.000 -0.423 2.129 -0.049 48.865 -26.456 -28.109 -9.766 -49.649 -31.380 -2.636 20.292 -15.811 7.025 59.753 85.495 6.006 5.200 3.242 3.531 2.518 -1.014 -0.187 0.214 -0.984 41.103 1.166 2.960 2.100 -1.998 4.753 -3.031 6.482 153.584 157.785 156.355 157.058 0.054 0.046 0.052 0.045 1341.596 6252.165 1592.960 6874.531 1.236 0.099 -113.983 96.235 -718.869 0.001 0.000 -8.465 -26.239 -3.421 -2.192 -3.221 -1.349 -4.507 -3.738 0.163 -0.183 4.079 -0.277 -0.291 0.109 -2.225 -2.306 -9.660 -2.281 -10.168 -4395.807 -2572.484 1506.492 257.266 924.421 -1998.228 4193.708 6633.435 -2235.591 -2745.123 -1762.548 4752.569 -3988.778 -7095.519 110.884 4751.166 -20.351 -3031.108 -5247.138 4099.570 1580.206 -5367.036 3398.155 6482.090
24.477 1451.445 156.723 6403.324 3.000 -0.468 2.120 -0.048 49.184 -26.457 -28.224 -9.928 -49.633 -31.400 -2.779 20.090 -15.792 7.000 59.867 85.563 6.010 5.204 3.226 3.514 2.498 -1.406 -0.320 0.109 -1.060 41.069 1.166 4.932 3.499 -2.022 4.703 -3.003 6.486 152.387 156.980 155.593 156.347 0.044 0.029 0.068 0.052 1372.589 6262.025 1572.069 6831.134 1.233 0.059 -113.339 120.469 -727.481 0.001 0.000 -8.672 -26.241 -3.413 -2.195 -3.218 -1.352 -4.536 -3.765 0.163 -0.183 4.077 -0.389 -0.497 0.055 -2.378 -2.332 -9.676 -2.241 -10.087 -4773.644 -2230.616 1703.260 -33.936 1001.908 -2022.277 3789.859 7061.146 -1948.938 -2942.390 -1850.748 4702.629 -4336.219 -6737.851 452.057 4499.165 -41.419 -3003.246 -5685.823 4298.622 1795.545 -5476.997 3440.310 6486.310
24.509 1452.818 156.107 6382.974 3.000 -0.443 2.118 -0.047 49.703 -26.770 -28.240 -10.013 -49.695 -31.504 -2.800 19.984 -15.869 6.870 59.910 85.708 6.023 5.215 3.224 3.512 2.482 -1.299 -0.231 0.185 -1.021 41.074 1.166 3.324 2.358 -1.941 4.753 -3.106 6.358 151.927 156.518 155.077 155.814 0.043 0.048 0.045 0.050 1382.335 6262.022 1560.820 6806.283 1.230 0.088 -112.389 105.968 -726.769 0.001 0.000 -8.747 -26.320 -3.406 -2.200 -3.213 -1.352 -4.580 -3.809 0.162 -0.183 4.079 -0.362 -0.359 0.092 -2.287 -2.357 -9.673 -2.228 -10.055 -4596.547 -2546.441 1578.593 255.797 920.479 -1941.323 4087.681 6745.955 -2175.671 -2764.723 -1799.415 4753.387 -3979.760 -6869.497 178.141 4599.685 -22.883 -3106.452 -5307.642 4112.645 1557.680 -5324.945 3400.307 6357.521
24.572 1455.562 154.964 6348.878 3.000 -0.410 2.111 -0.048 50.277 -27.093 -28.333 -10.193 -49.767 -31.644 -2.916 19.759 -15.959 6.695 60.205 85.814 6.034 5.225 3.224 3.510 2.464 -0.952 -0.168 0.279 -0.971 40.976 1.167 2.558 1.814 -1.995 4.684 -3.100 6.335 151.312 155.492 154.060 154.777 0.051 0.049 0.047 0.046 1332.783 6201.548 1574.651 6813.135 1.226 0.114 -111.299 99.998 -712.483 0.001 0.000 -8.951 -26.421 -3.396 -2.205 -3.207 -1.350 -4.630 -3.858 0.162 -0.183 4.074 -0.258 -0.258 0.141 -2.183 -2.297 -9.602 -2.251 -10.065 -4323.524 -2623.275 1467.993 310.347 906.013 -1995.289 4229.275 6559.975 -2294.105 -2699.345 -1712.576 4683.727 -3848.228 -7042.770 71.309 4707.294 -25.935 -3099.690 -5111.874 4011.759 1508.362 -5270.772 3352.205 6334.889
24.604 1456.932 154.398 6339.607 3.000 -0.422 2.106 -0.048 50.384 -27.142 -28.411 -10.307 -49.778 -31.687 -3.014 19.617 -15.973 6.642 60.338 85.864 6.031 5.222 3.223 3.508 2.457 -1.020 -0.206 0.251 -0.996 40.933 1.167 3.144 2.230 -2.022 4.644 -3.084 6.332 150.648 154.872 153.447 154.181 0.047 0.039 0.057 0.048 1330.467 6188.261 1570.790 6799.285 1.224 0.093 -111.812 106.077 -717.203 0.001 0.000 -9.095 -26.447 -3.392 -2.205 -3.205 -1.351 -4.640 -3.867 0.162 -0.183 4.071 -0.275 -0.315 0.126 -2.231 -2.289 -9.589 -2.244 -10.043 -4396.684 -2503.631 1515.800 208.695 931.285 -2021.552 4108.088 6680.708 -2208.743 -2758.090 -1729.925 4643.747 -3958.193 -6952.425 173.347 4642.435 -32.984 -3084.049 -5239.629 4079.025 1570.725 -5307.833 3366.192 6332.278
24.636 1458.288 153.854 6364.720 3.000 -0.495 2.096 -0.044 50.236 -27.080 -28.552 -10.478 -49.736 -31.669 -3.189 19.403 -15.920 6.664 60.384 85.939 6.002 5.194 3.207 3.494 2.441 -1.780 -0.396 0.075 -1.122 40.926 1.167 5.909 4.192 -2.017 4.622 -3.073 6.323 148.970 154.040 152.636 153.443 0.037 0.025 0.065 0.054 1395.492 6233.533 1531.628 6731.590 1.221 0.050 -115.103 131.241 -744.225 0.001 0.000 -9.328 -26.417 -3.387 -2.202 -3.203 -1.355 -4.628 -3.856 0.162 -0.183 4.071 -0.495 -0.613 0.037 -2.479 -2.341 -9.648 -2.177 -9.927 -4995.823 -2029.655 1809.808 -149.982 1008.367 -2017.004 3557.437 7288.033 -1800.758 -3027.631 -1886.182 4621.717 -4427.188 -6400.628 640.517 4262.169 -57.126 -3072.943 -5862.037 4375.667 1840.407 -5460.481 3441.617 6322.574
24.699 1461.004 152.331 7143.374 2.000 -0.614 2.080 -0.045 50.371 -28.054 -28.446 -10.546 -49.996 -32.070 -3.057 19.317 -16.245 6.163 60.109 86.645 5.985 5.177 3.272 3.557 2.463 -2.451 -0.444 -0.460 -1.585 41.132 1.168 6.271 4.449 -1.833 4.727 -3.350 5.963 146.428 152.506 150.256 151.273 0.042 0.047 0.043 0.050 1511.360 6309.830 1429.012 6570.680 1.210 0.047 -153.495 61.883 -1016.208 0.001 0.000 -9.300 -26.733 -3.379 -2.212 -3.183 -1.352 -4.638 -3.869 0.162 -0.183 4.090 -0.718 -0.697 -0.208 -3.290 -2.465 -9.736 -2.029 -9.710 -5430.082 -2076.108 1947.238 -30.673 950.082 -1833.202 3470.373 7420.368 -1737.650 -3038.600 -1972.707 4726.525 -4335.764 -5760.678 505.167 3943.270 29.153 -3349.529 -6177.784 4610.155 1082.496 -5315.109 3880.235 5962.909
24.732 1462.365 151.565 7335.951 2.000 -0.531 2.090 -0.049 50.591 -28.676 -28.286 -10.439 -50.238 -32.366 -2.857 19.451 -16.547 5.793 60.096 86.942 6.003 5.194 3.331 3.612 2.494 -1.462 -0.155 -0.316 -1.526 41.178 1.169 1.880 1.333 -1.779 4.787 -3.514 5.795 147.126 152.215 149.679 150.640 0.060 0.079 0.016 0.038 1442.741 6255.785 1438.178 6602.698 1.210 0.156 -157.855 -0.784 -1066.653 0.001 0.000 -9.100 -26.991 -3.380 -2.217 -3.175 -1.343 -4.656 -3.887 0.162 -0.184 4.096 -0.425 -0.241 -0.143 -3.170 -2.443 -9.665 -2.071 -9.823 -4616.833 -2891.077 1517.626 590.815 821.061 -1779.303 4342.766 6475.201 -2380.929 -2600.020 -1748.541 4786.916 -3494.878 -6361.302 -298.191 4400.248 95.731 -3513.907 -5234.168 4263.326 373.556 -5045.181 3907.297 5794.908
24.764 1463.717 150.827 7425.055 2.000 -0.477 2.097 -0.053 50.658 -29.054 -28.139 -10.273 -50.541 -32.677 -2.674 19.658 -16.927 5.403 60.064 87.272 6.034 5.225 3.398 3.676 2.542 -0.421 -0.019 -0.249 -1.498 41.237 1.170 0.535 0.380 -1.867 4.759 -3.564 5.804 147.923 151.701 149.026 149.975 0.062 0.081 0.017 0.036 1365.627 6209.964 1438.566 6652.982 1.213 0.547 -155.566 -15.573 -1072.676 0.001 0.000 -8.867 -27.287 -3.387 -2.217 -3.169 -1.329 -4.660 -3.892 0.161 -0.184 4.102 -0.118 -0.029 -0.111 -3.110 -2.380 -9.603 -2.098 -9.958 -4125.936 -3149.763 1324.728 619.773 885.690 -1867.038 4639.107 6126.401 -2609.222 -2516.346 -1586.513 4759.211 -3240.422 -6569.525 -535.755 4552.611 110.531 -3564.095 -4925.174 4255.212 206.125 -5058.722 3919.045 5804.431
24.828 1466.424 149.939 6875.636 2.000 -0.089 2.089 -0.058 51.066 -28.943 -28.523 -10.541 -50.310 -32.347 -3.154 19.323 -16.637 5.816 61.119 86.498 6.133 5.321 3.466 3.737 2.605 0.080 0.002 1.822 0.055 40.727 1.169 0.020 0.018 -2.284 4.365 -3.027 6.288 147.765 150.825 151.219 151.446 0.032 0.097 -0.002 0.060 1100.870 5932.812 1626.411 6848.084 1.218 23.816 102.139 377.450 101.731 0.001 0.000 -9.354 -27.018 -3.379 -2.212 -3.182 -1.335 -4.699 -3.925 0.161 -0.182 4.063 0.018 0.003 0.872 0.123 -1.953 -9.280 -2.404 -10.284 -3198.725 -2640.265 1036.232 507.802 750.531 -2283.585 4646.604 5924.982 -2644.979 -2407.536 -1485.870 4364.595 -3241.721 -7912.225 263.671 4985.577 -262.200 -3027.043 -3420.014 3602.510 3203.803 -5419.031 1785.427 6288.047
24.861 1467.780 149.857 6383.320 3.000 0.147 2.052 -0.056 51.302 -28.760 -29.017 -11.092 -49.641 -31.705 -3.771 18.635 -15.802 6.619 62.235 85.290 6.195 5.380 3.492 3.759 2.636 -0.017 -0.021 3.023 0.990 40.121 1.166 0.016 0.016 -2.540 4.011 -2.449 6.715 147.536 150.690 152.929 152.770 0.015 0.079 0.012 0.073 941.391 5694.604 1838.480 6977.279 1.210 40.018 290.100 600.314 834.595 0.001 0.000 -10.135 -26.388 -3.355 -2.210 -3.195 -1.365 -4.724 -3.946 0.161 -0.181 4.014 -0.003 -0.029 1.512 2.201 -1.678 -9.000 -2.601 -10.217 -2711.080 -2208.386 891.512 446.150 622.143 -2540.297 4553.568 5845.353 -2591.772 -2338.382 -1446.156 4010.679 -3444.694 -8976.052 850.707 5370.972 -497.736 -2449.072 -2698.385 2658.488 5104.381 -5205.549 315.480 6714.890
